RTA Fund Code,Fund Scheme code,Scheme Option Name,Direct or Regular,Option,SMF Fund code,SMF PRODUCT CLASS',SMF SUB PRODUCT CLASS,FUND NAME,SHORT FUND NAME,REMARKS,NFO open date,NFO close date,maturity date,Allotment date,ISIN,SEBI product class
2K,2KDP,SUNDARAM FIXED TERM PLAN BH 4 MONTHS  DIVIDEND,REGULAR,D,BH4,DEBT,DEBT_CE,SUNDARAM FTP  BH 4 MTHS,FTP  BH 4 MTHS,,2011/08/23,2011/08/29,2011/12/28,2011/08/29,INF903J01DQ7,Fixed Term Plan
2K,2KGP,SUNDARAM FIXED TERM PLAN BH 4 MONTHS GROWTH,REGULAR,G,BH4,DEBT,DEBT_CE,SUNDARAM FTP  BH 4 MTHS,FTP  BH 4 MTHS,,2011/08/23,2011/08/29,2011/12/28,2011/08/29,INF903J01DP9,Fixed Term Plan
2L,2LDP,SUNDARAM FIXED TERM PLAN BI 6 MONTHS  DIVIDEND,REGULAR,D,BI6,DEBT,DEBT_CE,SUNDARAM FTP  BI 6 MTHS,FTP  BI 6 MTHS,,2011/07/14,2011/07/18,2012/01/20,2011/07/20,INF903J01DC7,Fixed Term Plan
2L,2LGP,SUNDARAM FIXED TERM PLAN BI 6 MONTHS GROWTH,REGULAR,G,BI6,DEBT,DEBT_CE,SUNDARAM FTP  BI 6 MTHS,FTP  BI 6 MTHS,,2011/07/14,2011/07/18,2012/01/20,2011/07/20,INF903J01DB9,Fixed Term Plan
7T,7TDP,SUNDARAM FIXED TERM PLAN BJ 6 MONTHS  DIVIDEND,REGULAR,D,BJ6,DEBT,DEBT_CE,SUNDARAM FTP  BJ 6 MTHS,FTP  BJ 6 MTHS,,2011/08/03,2011/08/05,2012/02/08,2011/08/09,INF903J01DI4,Fixed Term Plan
7T,7TGP,SUNDARAM FIXED TERM PLAN BJ 6 MONTHS GROWTH,REGULAR,G,BJ6,DEBT,DEBT_CE,SUNDARAM FTP  BJ 6 MTHS,FTP  BJ 6 MTHS,,2011/08/03,2011/08/05,2012/02/08,2011/08/09,INF903J01DH6,Fixed Term Plan
2M,2MDP,SUNDARAM FIXED TERM PLAN BK 366 DAYS DIVIDEND,REGULAR,D,BK366,DEBT,DEBT_CE,SUNDARAM FTP  BK 366 DAYS,FTP  BK 366 DAY,,2011/10/03,2011/10/03,2012/10/05,2011/10/05,INF903J01IV6,Fixed Term Plan
2M,2MGP,SUNDARAM FIXED TERM PLAN BK 366 DAYS GROWTH,REGULAR,G,BK366,DEBT,DEBT_CE,SUNDARAM FTP  BK 366 DAYS,FTP  BK 366 DAY,,2011/10/03,2011/10/03,2012/10/05,2011/10/05,INF903J01IU8,Fixed Term Plan
2N,2NDP,SUNDARAM FIXED TERM PLAN BL 366 DAYS DIVIDEND,REGULAR,D,BL366,DEBT,DEBT_CE,SUNDARAM FTP  BL 366 DAYS,FTP  BL 366 DAY,,2011/10/10,2011/10/17,2012/10/19,2011/10/19,INF903J01IX2,Fixed Term Plan
2N,2NGP,SUNDARAM FIXED TERM PLAN BL 366 DAYS GROWTH,REGULAR,G,BL366,DEBT,DEBT_CE,SUNDARAM FTP  BL 366 DAYS,FTP  BL 366 DAY,,2011/10/10,2011/10/17,2012/10/19,2011/10/19,INF903J01IW4,Fixed Term Plan
2O,2ODP,SUNDARAM FIXED TERM PLAN BM 366 DAYS DIVIDEND,REGULAR,D,BM366,DEBT,DEBT_CE,SUNDARAM FTP  BM 366 DAYS,FTP  BM 366 DAY,,2011/10/11,2011/10/21,2012/10/25,2011/10/25,INF903J01JB6,Fixed Term Plan
2O,2OGP,SUNDARAM FIXED TERM PLAN BM 366 DAYS GROWTH,REGULAR,G,BM366,DEBT,DEBT_CE,SUNDARAM FTP  BM 366 DAYS,FTP  BM 366 DAY,,2011/10/11,2011/10/21,2012/10/25,2011/10/25,INF903J01JA8,Fixed Term Plan
2P,2PDP,SUNDARAM FIXED TERM PLAN BN 366 DAYS DIVIDEND,REGULAR,D,BN366,DEBT,DEBT_CE,SUNDARAM FTP  BN 366 DAYS,FTP  BN 366 DAY,,2011/10/17,2011/10/19,2012/10/22,2011/10/21,INF903J01JF7,Fixed Term Plan
2P,2PGP,SUNDARAM FIXED TERM PLAN BN 366 DAYS GROWTH,REGULAR,G,BN366,DEBT,DEBT_CE,SUNDARAM FTP  BN 366 DAYS,FTP  BN 366 DAY,,2011/10/17,2011/10/19,2012/10/22,2011/10/21,INF903J01JE0,Fixed Term Plan
2Q,2QDP,SUNDARAM FIXED TERM PLAN BO 24 MONTHS DIVIDEND,REGULAR,D,BO24,DEBT,DEBT_CE,SUNDARAM FTP  BO 24 MTHS,FTP  BO 24 MTHS,,2011/10/07,2011/10/19,2013/10/21,2011/10/21,INF903J01IZ7,Fixed Term Plan
2Q,2QGP,SUNDARAM FIXED TERM PLAN BO 24 MONTHS GROWTH,REGULAR,G,BO24,DEBT,DEBT_CE,SUNDARAM FTP  BO 24 MTHS,FTP  BO 24 MTHS,,2011/10/07,2011/10/19,2013/10/21,2011/10/21,INF903J01IY0,Fixed Term Plan
MT,MTIQ,SUNDARAM BOND SAVER-INST-DIVIDEND-QTLY,REGULAR,R,BONSAV,DEBT,DEBT_OE,SUNDARAM BOND SAVER,Med. Term Bond,,2003/08/18,1900/01/02,1900/01/02,2013/10/07,INF903J01GC0,Medium Duration Fund
MT,MTIH,SUNDARAM BOND SAVER-INST.-HALF YEARLY DIV,REGULAR,R,BONSAV,DEBT,DEBT_OE,SUNDARAM BOND SAVER,Med. Term Bond,,2003/08/18,1900/01/02,1900/01/02,2013/10/07,INF903J01GD8,Medium Duration Fund
MT,MTIA,SUNDARAM BOND SAVER-INST.PLAN-ANNUAL DIV,REGULAR,R,BONSAV,DEBT,DEBT_OE,SUNDARAM BOND SAVER,Med. Term Bond,,2003/08/18,1900/01/02,1900/01/02,2013/10/07,INF903J01GE6,Medium Duration Fund
MT,MTIG,SUNDARAM BOND SAVER-INST. PLAN - GROWTH,REGULAR,G,BONSAV,DEBT,DEBT_OE,SUNDARAM BOND SAVER,Med. Term Bond,,2003/08/18,1900/01/02,1900/01/02,2003/08/18,INF903J01FY6,Medium Duration Fund
MT,MTP1,SUNDARAM BOND SAVER BONUS (PRINCIPAL UNITS),REGULAR,B,BONSAV,DEBT,DEBT_OE,SUNDARAM BOND SAVER,Med. Term Bond,,2003/03/03,1900/01/02,1900/01/02,2003/03/03,INF903J01FX8,Medium Duration Fund
MT,MTB3,SUNDARAM BOND SAVER - BONUS (BONUS UNITS),REGULAR,B,BONSAV,DEBT,DEBT_OE,SUNDARAM BOND SAVER,Med. Term Bond,,2003/03/17,1900/01/02,1900/01/02,2003/03/17,INF903J01FX8,Medium Duration Fund
MT,MTQD,SUNDARAM BOND SAVER - DIVIDEND,REGULAR,R,BONSAV,DEBT,DEBT_OE,SUNDARAM BOND SAVER,Med. Term Bond,,2012/07/19,1900/01/02,1900/01/02,2012/07/19,INF903J01FU4,Medium Duration Fund
MT,MTGP,SUNDARAM BOND SAVER - APPRECIATION,REGULAR,G,BONSAV,DEBT,DEBT_OE,SUNDARAM BOND SAVER,Med. Term Bond,,1997/10/16,1900/01/02,1900/01/02,1997/12/18,INF903J01FQ2,Medium Duration Fund
MT,MTP3,SUNDARAM BOND SAVER INST.BONUS(PRINCIPAL UNITS),REGULAR,B,BONSAV,DEBT,DEBT_OE,SUNDARAM BOND SAVER,Med. Term Bond,,2004/03/08,1900/01/02,1900/01/02,2004/03/08,INF903J01GF3,Medium Duration Fund
MT,MTB2,SUNDARAM BOND SAVER INST.BONUS(BONUS UTS),REGULAR,B,BONSAV,DEBT,DEBT_OE,SUNDARAM BOND SAVER,Med. Term Bond,,2004/03/22,1900/01/02,1900/01/02,2004/03/22,INF903J01GF3,Medium Duration Fund
MT,MTHD,SUNDARAM BOND SAVER-DIVIDEND-HALF YEARLY,REGULAR,R,BONSAV,DEBT,DEBT_OE,SUNDARAM BOND SAVER,Med. Term Bond,,2012/10/01,1900/01/02,1900/01/02,2012/10/01,INF903J01FV2,Medium Duration Fund
MT,MTAD,SUNDARAM BOND SAVER-DIVIDEND-ANNUAL,REGULAR,R,BONSAV,DEBT,DEBT_OE,SUNDARAM BOND SAVER,Med. Term Bond,,2012/10/01,1900/01/02,1900/01/02,2013/08/07,INF903J01FW0,Medium Duration Fund
MT,MTQC,SUNDARAM BOND SAVER RETAIL QTRL. DIV PAYOUT,REGULAR,D,BONSAV,DEBT,DEBT_OE,SUNDARAM BOND SAVER,Med. Term Bond,,2012/07/19,1900/01/02,1900/01/02,2012/07/19,INF903J01FR0,Medium Duration Fund
MT,MTP2,SUNDARAM BOND SAVER BONUS DIRECT PLAN(PRINCIPAL UNITS),DIRECT,B,BONSAV,DEBT,DEBT_OE,SUNDARAM BOND SAVER,Med. Term Bond,,2012/12/31,1900/01/02,1900/01/02,2013/01/02,INF903J01PN8,Medium Duration Fund
MT,MTD1,SUNDARAM BOND SAVER REGULAR DIRECT PLAN ANNUAL DIV,DIRECT,R,BONSAV,DEBT,DEBT_OE,SUNDARAM BOND SAVER,Med. Term Bond,,2012/12/31,1900/01/02,1900/01/02,2013/01/18,INF903J01PM0,Medium Duration Fund
MT,MTB1,SUNDARAM BOND SAVER REGULAR DIRECT PLAN BONUS,DIRECT,B,BONSAV,DEBT,DEBT_OE,SUNDARAM BOND SAVER,Med. Term Bond,,2012/12/31,1900/01/02,1900/01/02,2013/01/02,INF903J01PN8,Medium Duration Fund
MT,MTDG,SUNDARAM BOND SAVER REGULAR DIRECT PLAN GROWTH,DIRECT,G,BONSAV,DEBT,DEBT_OE,SUNDARAM BOND SAVER,Med. Term Bond,,2012/12/31,1900/01/02,1900/01/02,2013/01/01,INF903J01PO6,Medium Duration Fund
MT,MTDH,SUNDARAM BOND SAVER REGULAR DIRECT PLAN HALF YRLY DIV,DIRECT,R,BONSAV,DEBT,DEBT_OE,SUNDARAM BOND SAVER,Med. Term Bond,,2012/12/31,1900/01/02,1900/01/02,2013/09/30,INF903J01PJ6,Medium Duration Fund
MT,MTCQ,SUNDARAM BOND SAVER REGULAR DIRECT PLAN QRTLY DP,DIRECT,D,BONSAV,DEBT,DEBT_OE,SUNDARAM BOND SAVER,Med. Term Bond,,2012/12/31,1900/01/02,1900/01/02,2013/01/09,INF903J01PK4,Medium Duration Fund
MT,MTDQ,SUNDARAM BOND SAVER REGULAR DIRECT PLAN QTRLY DIVIDEND,DIRECT,R,BONSAV,DEBT,DEBT_OE,SUNDARAM BOND SAVER,Med. Term Bond,,2012/12/31,1900/01/02,1900/01/02,2013/01/09,INF903J01PL2,Medium Duration Fund
MT,MTHC,SUNDARAM BOND SAVER REGULAR HALF YEARLY DIVIDEND PAYOUT,REGULAR,D,BONSAV,DEBT,DEBT_OE,Sundaram Bond Saver Fund,Med. Term Bond,,2012/10/01,1900/01/02,1900/01/02,2012/10/01,INF903J01FS8,Medium Duration Fund
MT,MTAC,SUNDARAM BOND SAVER REGULAR ANNUAL DIVIDEND PAYOUT,REGULAR,D,BONSAV,DEBT,DEBT_OE,Sundaram Bond Saver Fund,Med. Term Bond,,2012/10/01,1900/01/02,1900/01/02,2013/08/07,INF903J01FT6,Medium Duration Fund
2R,2RDP,SUNDARAM FIXED TERM PLAN BP 24 MONTHS DIVIDEND,REGULAR,D,BP24,DEBT,DEBT_CE,SUNDARAM FTP  BP 24 MTHS,FTP  BP 24 MTHS,,2011/11/08,2011/11/22,2013/11/25,2011/11/25,INF903J01JU6,Fixed Term Plan
2R,2RGP,SUNDARAM FIXED TERM PLAN BP 24 MONTHS GROWTH,REGULAR,G,BP24,DEBT,DEBT_CE,SUNDARAM FTP  BP 24 MTHS,FTP  BP 24 MTHS,,2011/11/08,2011/11/22,2013/11/25,2011/11/25,INF903J01JT8,Fixed Term Plan
BP,BPDD,SUNDARAM BANKING & PSU DEBT FUND REGULAR DAILY DIV REINVT,REGULAR,R,BPSU,DEBT,DEBT_OE,SUNDRAM BANKING & PSU DEBT FUND,Banking & PSU,,2015/03/25,2015/03/27,1900/01/02,2015/03/27,INF903J010I0,Banking and PSU Fund
BP,BPWD,SUNDARAM BANKING & PSU DEBT FUND REGULAR WEEKLY DIV,REGULAR,R,BPSU,DEBT,DEBT_OE,SUNDRAM BANKING & PSU DEBT FUND,Banking & PSU,,2015/03/25,2015/03/27,1900/01/02,2015/03/27,INF903J011I8,Banking and PSU Fund
BP,BPMD,SUNDARAM BANKING & PSU DEBT FUND REGULAR MONTHLY DIV,REGULAR,R,BPSU,DEBT,DEBT_OE,SUNDRAM BANKING & PSU DEBT FUND,Banking & PSU,,2015/03/25,2015/03/27,1900/01/02,2015/03/27,INF903J012I6,Banking and PSU Fund
BP,BPQD,SUNDARAM BANKING & PSU DEBT FUND REGULAR QTRLY DIV,REGULAR,R,BPSU,DEBT,DEBT_OE,SUNDRAM BANKING & PSU DEBT FUND,Banking & PSU,,2015/03/25,2015/03/27,1900/01/02,2015/03/27,INF903J013I4,Banking and PSU Fund
BP,BPGP,SUNDARAM BANKING & PSU DEBT FUND REGULAR GROWTH,REGULAR,G,BPSU,DEBT,DEBT_OE,SUNDRAM BANKING & PSU DEBT FUND,Banking & PSU,,2015/03/25,2015/03/27,1900/01/02,2015/03/27,INF903J016H9,Banking and PSU Fund
BP,BPDG,SUNDARAM BANKING & PSU DEBT FUND DIRECT GROWTH,DIRECT,G,BPSU,DEBT,DEBT_OE,SUNDRAM BANKING & PSU DEBT FUND,Banking & PSU,,2015/03/25,2015/03/27,1900/01/02,2015/03/27,INF903J017I5,Banking and PSU Fund
BP,BPDR,SUNDARAM BANKING & PSU DEBT FUND DIRECT DAILY DIV REINVT,DIRECT,R,BPSU,DEBT,DEBT_OE,SUNDRAM BANKING & PSU DEBT FUND,Banking & PSU,,2015/03/25,2015/03/27,1900/01/02,2015/03/27,INF903J010J8,Banking and PSU Fund
BP,BPDW,SUNDARAM BANKING & PSU DEBT FUND DIRECT WEEKLY DIV,DIRECT,R,BPSU,DEBT,DEBT_OE,SUNDRAM BANKING & PSU DEBT FUND,Banking & PSU,,2015/03/25,2015/03/27,1900/01/02,2015/03/27,INF903J011J6,Banking and PSU Fund
BP,BPDM,SUNDARAM BANKING & PSU DEBT FUND DIRECT MONTHLY DIV,DIRECT,R,BPSU,DEBT,DEBT_OE,SUNDRAM BANKING & PSU DEBT FUND,Banking & PSU,,2015/03/25,2015/03/27,1900/01/02,2015/03/27,INF903J013J2,Banking and PSU Fund
BP,BPDQ,SUNDARAM BANKING & PSU DEBT FUND DIRECT QTRLY DIV,DIRECT,R,BPSU,DEBT,DEBT_OE,SUNDRAM BANKING & PSU DEBT FUND,Banking & PSU,,2015/03/25,2015/03/27,1900/01/02,2015/03/27,INF903J014J0,Banking and PSU Fund
BP,BPP8,SUNDARAM BANKING & PSU DEBT FUND REG QUARTERLY BONUS (P),REGULAR,B,BPSU,DEBT,DEBT_OE,SUNDRAM BANKING & PSU DEBT FUND,Banking & PSU,,2015/03/25,2015/03/27,1900/01/02,2015/03/27,INF903J014I2,Banking and PSU Fund
BP,BPP3,SUNDARAM BANKING & PSU DEBT FUND REG HALF YEARLY BONUS (P),REGULAR,B,BPSU,DEBT,DEBT_OE,SUNDRAM BANKING & PSU DEBT FUND,Banking & PSU,,2015/03/25,2015/03/27,1900/01/02,2015/03/27,INF903J015I9,Banking and PSU Fund
BP,BPP2,SUNDARAM BANKING & PSU DEBT FUND REG ANNUAL BONUS (P),REGULAR,B,BPSU,DEBT,DEBT_OE,SUNDRAM BANKING & PSU DEBT FUND,Banking & PSU,,2015/03/25,2015/03/27,1900/01/02,2015/03/27,INF903J016I7,Banking and PSU Fund
BP,BPB8,SUNDARAM BANKING & PSU DEBT FUND REG QUARTERLY BONUS (B),REGULAR,B,BPSU,DEBT,DEBT_OE,SUNDRAM BANKING & PSU DEBT FUND,Banking & PSU,,2015/03/25,2015/03/27,1900/01/02,2015/03/27,INF903J014I2,Banking and PSU Fund
BP,BPB7,SUNDARAM BANKING & PSU DEBT FUND REG HALF YEARLY BONUS (B),REGULAR,B,BPSU,DEBT,DEBT_OE,SUNDRAM BANKING & PSU DEBT FUND,Banking & PSU,,2015/03/25,2015/03/27,1900/01/02,2015/03/27,INF903J015I9,Banking and PSU Fund
BP,BPB1,SUNDARAM BANKING & PSU DEBT FUND REG ANNUAL BONUS (B),REGULAR,B,BPSU,DEBT,DEBT_OE,SUNDRAM BANKING & PSU DEBT FUND,Banking & PSU,,2015/03/25,2015/03/27,1900/01/02,2015/03/27,INF903J016I7,Banking and PSU Fund
BP,BPP1,SUNDARAM BANKING & PSU DEBT FUND DIR QUARTERLY BONUS (P),DIRECT,B,BPSU,DEBT,DEBT_OE,SUNDRAM BANKING & PSU DEBT FUND,Banking & PSU,,2015/03/25,2015/03/27,1900/01/02,2015/03/27,INF903J015J7,Banking and PSU Fund
BP,BPP7,SUNDARAM BANKING & PSU DEBT FUND DIR HALF YEARLY BONUS (P),DIRECT,B,BPSU,DEBT,DEBT_OE,SUNDRAM BANKING & PSU DEBT FUND,Banking & PSU,,2015/03/25,2015/03/27,1900/01/02,2015/03/27,INF903J016J5,Banking and PSU Fund
BP,BPP6,SUNDARAM BANKING & PSU DEBT FUND DIR ANNUAL BONUS (P),DIRECT,B,BPSU,DEBT,DEBT_OE,SUNDRAM BANKING & PSU DEBT FUND,Banking & PSU,,2015/03/25,2015/03/27,1900/01/02,2015/03/27,INF903J017J3,Banking and PSU Fund
BP,BPB6,SUNDARAM BANKING & PSU DEBT FUND DIR QUARTERLY BONUS (B),DIRECT,B,BPSU,DEBT,DEBT_OE,SUNDRAM BANKING & PSU DEBT FUND,Banking & PSU,,2015/03/25,2015/03/27,1900/01/02,2015/03/27,INF903J015J7,Banking and PSU Fund
BP,BPB3,SUNDARAM BANKING & PSU DEBT FUND DIR HALF YEARLY BONUS (B),DIRECT,B,BPSU,DEBT,DEBT_OE,SUNDRAM BANKING & PSU DEBT FUND,Banking & PSU,,2015/03/25,2015/03/27,1900/01/02,2015/03/27,INF903J016J5,Banking and PSU Fund
BP,BPB5,SUNDARAM BANKING & PSU DEBT FUND DIR ANNUAL BONUS (B),DIRECT,B,BPSU,DEBT,DEBT_OE,SUNDRAM BANKING & PSU DEBT FUND,Banking & PSU,,2015/03/25,2015/03/27,1900/01/02,2015/03/27,INF903J017J3,Banking and PSU Fund
2S,2SDP,SUNDARAM FIXED TERM PLAN BQ 18 MONTHS  DIVIDEND,REGULAR,D,BQ18,DEBT,DEBT_CE,SUNDARAM FTP  BQ 18 MTHS,FTP  BQ 18 MTHS,,2011/09/26,2011/10/03,2013/04/05,2011/10/05,INF903J01IT0,Fixed Term Plan
2S,2SGP,SUNDARAM FIXED TERM PLAN BQ 18 MONTHS GROWTH,REGULAR,G,BQ18,DEBT,DEBT_CE,SUNDARAM FTP  BQ 18 MTHS,FTP  BQ 18 MTHS,,2011/09/26,2011/10/03,2013/04/05,2011/10/05,INF903J01IS2,Fixed Term Plan
2T,2TDP,SUNDARAM FIXED TERM PLAN BR 18 MONTHS DIVIDEND,REGULAR,D,BR18,DEBT,DEBT_CE,SUNDARAM FTP  BR 18 MTHS,FTP  BR 18 MTHS,,2011/10/03,2011/10/14,2013/04/18,2011/10/18,INF903J01JD2,Fixed Term Plan
2T,2TGP,SUNDARAM FIXED TERM PLAN BR 18 MONTHS GROWTH,REGULAR,G,BR18,DEBT,DEBT_CE,SUNDARAM FTP  BR 18 MTHS,FTP  BR 18 MTHS,,2011/10/03,2011/10/14,2013/04/18,2011/10/18,INF903J01JC4,Fixed Term Plan
2V,2VDP,SUNDARAM FIXED TERM PLAN CA 366 DAYS DIVIDEND,REGULAR,D,CA366,DEBT,DEBT_CE,SUNDARAM FTP  CA 366 DAYS,FTP  CA 366 DAY,,2011/11/16,2011/11/16,2012/11/19,2011/11/18,INF903J01JW2,Fixed Term Plan
2V,2VGP,SUNDARAM FIXED TERM PLAN CA 366 DAYS GROWTH,REGULAR,G,CA366,DEBT,DEBT_CE,SUNDARAM FTP  CA 366 DAYS,FTP  CA 366 DAY,,2011/11/16,2011/11/16,2012/11/19,2011/11/18,INF903J01JV4,Fixed Term Plan
A4,A4DP,SUNDARAM CAPITAL PROTECTION ORIENTED FUND 2YRS SR1 DIVIDEND,REGULAR,D,CAP12,DEBT,DEBT_CE,SUNDARAM CPOF 2YRS SR1,CPOF 2YRS SR1,,2011/06/10,2011/06/24,2013/07/02,2011/07/01,INF903J01CU1,Capital Protection Oriented Schemes
A4,A4GP,SUNDARAM CAPITAL PROTECTION ORIENTED FUND 2YRS SR1 GROWTH,REGULAR,G,CAP12,DEBT,DEBT_CE,SUNDARAM CPOF 2YRS SR1,CPOF 2YRS SR1,,2011/06/10,2011/06/24,2013/07/02,2011/07/01,INF903J01CT3,Capital Protection Oriented Schemes
B7,B7GP,SUNDARAM CAPITAL PROTECTION ORIENTED FUND SERIES 2-3  GROWTH,REGULAR,G,CAP23,DEBT,DEBT_CE,SUNDARAM CPOF 3 YRS SR 2,CPOF 3 YRS SR 2,,2010/11/22,2010/11/30,2013/12/16,2010/12/03,INF903J01AB5,Capital Protection Oriented Schemes
A2,A2DP,SUNDARAM CAPITAL PROTECTION ORIENTED FUND SERIES 2-5DIVIDEND,REGULAR,D,CAP25,DEBT,DEBT_CE,SUNDARAM CPOF 5 YRS SR 2,CPOF 5 YRS SR 2,,2011/02/15,2011/02/28,2016/03/08,2011/03/08,INF903J01BD9,Capital Protection Oriented Schemes
A2,A2GP,SUNDARAM CAPITAL PROTECTION ORIENTED FUND SERIES 2-5  GROWTH,REGULAR,G,CAP25,DEBT,DEBT_CE,SUNDARAM CPOF 5 YRS SR 2,CPOF 5 YRS SR 2,,2011/02/15,2011/02/28,2016/03/08,2011/03/08,INF903J01BC1,Capital Protection Oriented Schemes
A1,A1DP,SUNDARAM CAPITAL PROTECTION ORIENTED FUND 2YRS SR3 DIVIDEND,REGULAR,D,CAP32,DEBT,DEBT_CE,SUNDARAM CPOF 2YRS SR3,CPOF 2YRS SR3,,2011/08/02,2011/08/16,2013/08/22,2011/08/22,INF903J01DG8,Capital Protection Oriented Schemes
A1,A1GP,SUNDARAM CAPITAL PROTECTION ORIENTED FUND 2YRS SR3 GROWTH,REGULAR,G,CAP32,DEBT,DEBT_CE,SUNDARAM CPOF 2YRS SR3,CPOF 2YRS SR3,,2011/08/02,2011/08/16,2013/08/22,2011/08/22,INF903J01DF0,Capital Protection Oriented Schemes
A9,A9DP,SUNDARAM CAPITAL PROTECTION ORIENTED FUND 3YRS SR4 DIVIDEND,REGULAR,D,CAP34,DEBT,DEBT_CE,SUNDARAM CPOF 3YRS SR4,CPOF 3YRS SR4,,2011/07/15,2011/07/29,2014/08/04,2011/08/04,INF903J01DE3,Capital Protection Oriented Schemes
A9,A9GP,SUNDARAM CAPITAL PROTECTION ORIENTED FUND 3YRS SR4 GROWTH,REGULAR,G,CAP34,DEBT,DEBT_CE,SUNDARAM CPOF 3YRS SR4,CPOF 3YRS SR4,,2011/07/15,2011/07/29,2014/08/04,2011/08/04,INF903J01DD5,Capital Protection Oriented Schemes
B3,B3DP,SUNDARAM CAPITAL PROTECTION ORIENTED FUND 5YRS SR3 DIVIDEND,REGULAR,D,CAP35,DEBT,DEBT_CE,SUNDARAM CPOF 5YRS SR3,CPOF 5YRS SR3,,2011/10/18,2011/11/01,2016/11/07,2011/11/08,INF903J01JH3,Capital Protection Oriented Schemes
B3,B3GP,SUNDARAM CAPITAL PROTECTION ORIENTED FUND 5YRS SR3 GROWTH,REGULAR,G,CAP35,DEBT,DEBT_CE,SUNDARAM CPOF 5YRS SR3,CPOF 5YRS SR3,,2011/10/18,2011/11/01,2016/11/07,2011/11/08,INF903J01JG5,Capital Protection Oriented Schemes
A6,A6DP,SUNDARAM CAPITAL PROTECTION ORIENTED FUND 2YRS SR4 DIVIDEND,REGULAR,D,CAP42,DEBT,DEBT_CE,SUNDARAM CPOF 2YRS SR4,CPOF 2YRS SR4,,2011/11/01,2011/11/15,2013/11/21,2011/11/21,INF903J01JS0,Capital Protection Oriented Schemes
A6,A6GP,SUNDARAM CAPITAL PROTECTION ORIENTED FUND 2YRS SR4 GROWTH,REGULAR,G,CAP42,DEBT,DEBT_CE,SUNDARAM CPOF 2YRS SR4,CPOF 2YRS SR4,,2011/11/01,2011/11/15,2013/11/21,2011/11/21,INF903J01JR2,Capital Protection Oriented Schemes
A3,A3DP,SUNDARAM CAPITAL PROTECTION ORIENTED FUND 5YRS SR4 DIVIDEND,REGULAR,D,CAP45,DEBT,DEBT_CE,SUNDARAM CPOF 5YRS SR4,CPOF 5YRS SR4,,2011/11/18,2011/12/02,2016/12/08,2011/12/09,INF903J01JY8,Capital Protection Oriented Schemes
A3,A3GP,SUNDARAM CAPITAL PROTECTION ORIENTED FUND 5YRS SR4 GROWTH,REGULAR,G,CAP45,DEBT,DEBT_CE,SUNDARAM CPOF 5YRS SR4,CPOF 5YRS SR4,,2011/11/18,2011/12/02,2016/12/08,2011/12/09,INF903J01JX0,Capital Protection Oriented Schemes
A8,A8DP,SUNDARAM CAPITAL PROTECTION ORIENTED FUND 3YRS SR5 DIVIDEND,REGULAR,D,CAP53,DEBT,DEBT_CE,SUNDARAM CPOF 3YRS SR5,CPOF 3YRS SR5,,2011/08/17,2011/08/31,2014/09/08,2011/09/07,INF903J01DO2,Capital Protection Oriented Schemes
A8,A8GP,SUNDARAM CAPITAL PROTECTION ORIENTED FUND 3YRS SR5 GROWTH,REGULAR,G,CAP53,DEBT,DEBT_CE,SUNDARAM CPOF 3YRS SR5,CPOF 3YRS SR5,,2011/08/17,2011/08/31,2014/09/08,2011/09/07,INF903J01DN4,Capital Protection Oriented Schemes
A7,A7DP,SUNDARAM CAPITAL PROTECTION ORIENTED FUND 3YRS SR6 DIVIDEND,REGULAR,D,CAP63,DEBT,DEBT_CE,SUNDARAM CPOF 3YRS SR6,CPOF 3YRS SR6,,2011/09/16,2011/09/30,2014/10/07,2011/10/07,INF903J01DS3,Capital Protection Oriented Schemes
A7,A7GP,SUNDARAM CAPITAL PROTECTION ORIENTED FUND 3YRS SR6 GROWTH,REGULAR,G,CAP63,DEBT,DEBT_CE,SUNDARAM CPOF 3YRS SR6,CPOF 3YRS SR6,,2011/09/16,2011/09/30,2014/10/07,2011/10/07,INF903J01DR5,Capital Protection Oriented Schemes
B1,B1DP,SUNDARAM CAPITAL PROTECTION ORIENTED FUND 3YRS SR7 DIVIDEND,REGULAR,D,CAP73,DEBT,DEBT_CE,SUNDARAM CPOF 3YRS SR7,CPOF 3YRS SR7,,2011/12/07,2011/12/19,2015/01/09,2011/12/27,INF903J017B0,Capital Protection Oriented Schemes
B1,B1GP,SUNDARAM CAPITAL PROTECTION ORIENTED FUND 3YRS SR7 GROWTH,REGULAR,G,CAP73,DEBT,DEBT_CE,SUNDARAM CPOF 3YRS SR7,CPOF 3YRS SR7,,2011/12/07,2011/12/19,2015/01/09,2011/12/27,INF903J016B2,Capital Protection Oriented Schemes
B2,B2DP,SUNDARAM CAPITAL PROTECTION ORIENTED SCHEME 3YRS SR9 DIVIDEND,REGULAR,D,CAP93,DEBT,DEBT_CE,SUNDARAM CPOF 3YRS SR9,CPOF 3YRS SR9,,2012/11/16,2012/11/30,2015/12/07,2012/12/05,INF903J01LW8,Capital Protection Oriented Schemes
B2,B2GP,SUNDARAM CAPITAL PROTECTION ORIENTED SCHEME 3YRS SR9 GROWTH,REGULAR,G,CAP93,DEBT,DEBT_CE,SUNDARAM CPOF 3YRS SR9,CPOF 3YRS SR9,,2012/11/16,2012/11/30,2015/12/07,2012/12/05,INF903J01LV0,Capital Protection Oriented Schemes
